110.755474	34	0	775.979780676
110.754930434	34.0041258859	0.460746185198	802.728017687
110.754386808	34.008251814	0.92149763452	873.548372391
110.753843125	34.0123777845	1.38225434324	960.490674539
110.753299382	34.0165037971	1.84301630662	1024.1650437
110.752755581	34.0206298518	2.30378351994	1078.83289886
110.752211721	34.0247559487	2.76455597847	1142.32579607
110.751667802	34.0288820876	3.22533367747	1186.1445888
110.751123824	34.0330082686	3.68611661221	1166.82849659
110.750579788	34.0371344915	4.14690477796	1144.95157674
110.750035693	34.0412607564	4.60769816999	1142.36267641
110.749491539	34.0453870632	5.06849678357	1130.52664738
110.748947326	34.0495134118	5.52930061396	1138.7731863
110.748403055	34.0536398022	5.99010965644	1162.71075171
110.747858724	34.0577662344	6.45092390627	1226.08245729
110.747314335	34.0618927083	6.91174335871	1298.60613114
110.746769887	34.0660192239	7.37256800903	1283.45638259
110.74622538	34.0701457811	7.8333978525	1235.66209635
110.745680815	34.0742723799	8.29423288438	1215.81398331
110.74513619	34.0783990203	8.75507309995	1206.48620855
110.744591507	34.0825257022	9.21591849445	1235.92259488
110.744046765	34.0866524255	9.67676906317	1274.8561399
110.743501964	34.0907791902	10.1376248014	1243.6596697
110.742957103	34.0949059964	10.5984857043	1188.38124332
110.742412184	34.0990328438	11.0593517672	1207.07437505
110.741867207	34.1031597326	11.5202229854	1254.77418486
110.74132217	34.1072866625	11.9810993541	1244.79843001
110.740777074	34.1114136337	12.4419808686	1201.04384123
110.740231919	34.1155406461	12.9028675241	1142.42884211
110.739686706	34.1196676995	13.363759316	1087.69884537
110.739141433	34.1237947941	13.8246562395	1087.52110935
110.738596102	34.1279219296	14.2855582897	1122.47663553
110.738050711	34.1320491062	14.7464654621	1195.67170323
110.737505261	34.1361763236	15.2073777518	1289.60291623
110.736959753	34.140303582	15.6682951542	1276.79204557
110.736414185	34.1444308812	16.1292176644	1198.28041567
110.735868559	34.1485582213	16.5901452778	1211.46479239
110.735322873	34.1526856021	17.0510779896	1276.33487462
110.734777128	34.1568130236	17.512015795	1320.7940504
110.734231325	34.1609404859	17.9729586893	1355.82818965
110.733685462	34.1650679887	18.4339066678	1359.03757679
110.73313954	34.1691955322	18.8948597258	1344.29317979
110.732593559	34.1733231162	19.3558178584	1340.89363514
110.732047519	34.1774507407	19.816781061	1332.07425756
110.73150142	34.1815784056	20.2777493288	1294.8401003
110.730955262	34.185706111	20.7387226571	1241.50309633
110.730409044	34.1898338568	21.199701041	1216.26706747
110.729862768	34.1939616429	21.660684476	1211.19255979
110.729316432	34.1980894693	22.1216729572	1196.16321512
110.728770037	34.202217336	22.5826664798	1173.36705998
110.728223584	34.2063452428	23.0436650392	1156.77780241
110.72767707	34.2104731898	23.5046686307	1149.840696
110.727130498	34.2146011769	23.9656772493	1164.44912278
110.726583867	34.2187292041	24.4266908905	1202.31872683
110.726037176	34.2228572714	24.8877095494	1192.70546729
110.725490426	34.2269853786	25.3487332213	1129.30041989
110.724943617	34.2311135257	25.8097619016	1075.93257851
110.724396749	34.2352417128	26.2707955853	1040.7484266
110.723849821	34.2393699397	26.7318342678	1009.40870918
110.723302835	34.2434982064	27.1928779443	972.616922982
110.722755789	34.2476265129	27.6539266101	944.976142477
110.722208684	34.2517548592	28.1149802605	932.407404477
110.721661519	34.2558832451	28.5760388906	925.599177732
110.721114295	34.2600116706	29.0371024958	923.021606975
110.720567012	34.2641401358	29.4981710712	931.55497669
110.72001967	34.2682686404	29.9592446122	952.881890027
110.719472268	34.2723971847	30.4203231139	951.752914862
110.718924807	34.2765257683	30.8814065717	929.287441945
110.718377287	34.2806543914	31.3424949808	917.068699512
110.717829707	34.2847830539	31.8035883364	916.905636841
110.717282068	34.2889117557	32.2646866338	917.375063713
110.71673437	34.2930404968	32.7257898683	912.755673481
110.716186612	34.2971692771	33.186898035	901.26416598
110.715638795	34.3012980967	33.6480111292	884.466477337
110.715090918	34.3054269554	34.1091291462	856.391687293
110.714542983	34.3095558532	34.5702520813	808.834044099
110.713994987	34.3136847901	35.0313799296	757.257838765
110.713446933	34.3178137661	35.4925126865	707.389544896
110.712898818	34.321942781	35.9536503471	678.060870664
110.712350645	34.3260718349	36.4147929067	675.032849117
110.711802412	34.3302009276	36.8759403605	687.660939869
110.711254119	34.3343300593	37.3370927039	712.983850091
110.710705768	34.3384592297	37.7982499321	749.631087472
110.710157356	34.3425884389	38.2594120402	803.674440629
110.709608885	34.3467176869	38.7205790235	842.951207642
110.709060355	34.3508469735	39.1817508774	855.598300499
110.708511765	34.3549762988	39.642927597	863.985098097
110.707963116	34.3591056626	40.1041091775	869.196870866
110.707414407	34.363235065	40.5652956143	878.689044208
110.706865639	34.3673645059	41.0264869025	897.261161984
110.706316811	34.3714939853	41.4876830374	910.191404184
110.705767923	34.3756235031	41.9488840143	914.037054096
110.705218976	34.3797530593	42.4100898283	928.827997642
110.704669969	34.3838826539	42.8713004748	959.807252282
110.704120903	34.3880122867	43.3325159489	991.532075058
110.703571778	34.3921419577	43.793736246	1017.90944649
110.703022592	34.396271667	44.2549613612	1061.23967388
110.702473347	34.4004014144	44.7161912898	1131.0365514
110.701924043	34.4045312	45.1774260271	1210.98631189
110.701374678	34.4086610236	45.6386655682	1304.47525582
110.700825255	34.4127908853	46.0999099084	1404.70377243
110.700275771	34.4169207849	46.561159043	1514.19664887
110.699726228	34.4210507225	47.0224129672	1575.25635485
110.699176625	34.425180698	47.4836716762	1521.84466764
110.698626963	34.4293107113	47.9449351653	1417.01234969
110.698077241	34.4334407625	48.4062034297	1307.39169065
110.697527459	34.4375708514	48.8674764647	1202.71479297
110.696977617	34.441700978	49.3287542654	1124.02270022
110.696427716	34.4458311424	49.7900368272	1049.16528856
110.695877755	34.4499613443	50.2513241452	958.52439827
110.695327734	34.4540915839	50.7126162147	865.621874398
110.694777654	34.458221861	51.173913031	774.190341215
110.694227514	34.4623521757	51.6352145892	694.447123293
110.693677314	34.4664825278	52.0965208846	640.090609798
110.693127054	34.4706129173	52.5578319125	599.426560636
110.692576735	34.4747433442	53.0191476681	569.646259076
110.692026356	34.4788738084	53.4804681466	546.685866071
110.691475916	34.4830043099	53.9417933432	523.693532607
110.690925418	34.4871348487	54.4031232532	504.649679388
110.690374859	34.4912654246	54.8644578718	490.650925563
110.68982424	34.4953960377	55.3257971943	480.112230069
110.689273562	34.499526688	55.7871412158	473.152854057
110.688722824	34.5036573753	56.2484899317	470.790099469
110.688172026	34.5077880996	56.7098433372	473.270359301
110.687621168	34.511918861	57.1712014274	478.331377319
110.68707025	34.5160496592	57.6325641976	482.196353117
110.686519273	34.5201804944	58.0939316431	485.908781705
110.685968235	34.5243113664	58.5553037591	490.782425678
110.685417138	34.5284422753	59.0166805407	496.176652598
110.68486598	34.5325732209	59.4780619834	501.490083758
110.684314763	34.5367042032	59.9394480822	505.16553973
110.683763486	34.5408352222	60.4008388324	511.030005624
110.683212148	34.5449662778	60.8622342292	513.741604436
110.682660751	34.5490973701	61.3236342679	497.168066235
110.682109294	34.5532284988	61.7850389437	477.54269788
110.681557777	34.5573596641	62.2464482519	466.422537496
110.6810062	34.5614908659	62.7078621876	453.976023506
110.680454563	34.565622104	63.1692807461	433.038473973
110.679902866	34.5697533786	63.6307039226	407.493829965
110.679351109	34.5738846895	64.0921317123	389.817205553
110.678799292	34.5780160366	64.5535641105	375.870016573
110.678247415	34.58214742	65.0150011124	359.30756001
110.677695478	34.5862788396	65.4764427132	341.420915517
110.677143481	34.5904102954	65.9378889082	327.665878409
110.676591424	34.5945417873	66.3993396926	319.552714979
